example ID,text,respondent,sex,year of birth,language,language group,education,comments,non-standard government,selecting predicate,type of speaker,context type,toponym/year,initial phoneme,omitted,preposition,preposition_eng,PP,semantic type,
629,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,,,other,,consonant,,за,za 'behind; for',за даргинцем,,
630,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,,,other,,consonant,,за,za 'behind; for',за даргинца,,
631,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,в расшифровке предлог есть,,жить,,spatial,toponym,consonant,да,в,v 'in(to)',в Мегебе,locative,
632,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,,,other,,consonant,,у,u 'at',у него,,
633,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,принадлежать,,spatial,toponym,consonant,,к,k 'to',к Гунибскому,,
634,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,,,other,,consonant,,с,s ‘with/from/off’,с нами,,
635,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,,,other,,consonant,,с,s ‘with/from/off’,с нами,,
636,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,дорога,,spatial,toponym,consonant,,через,čerez 'via/through',через Чох,path,
637,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,,,spatial,toponym,consonant,,в,v 'in(to)',в Чохе,locative,
638,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,,,spatial,toponym,consonant,да,в,v 'in(to)',в Согратле,locative,
639,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,брали девушек,,spatial,toponym,consonant,,из,"iz 'from, of'",из Согратля,source,
640,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,,,other,,consonant,,в,v 'in(to)',в жены,,
641,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,брали девушек,,spatial,toponym,consonant,,из,"iz 'from, of'",из Согратля,source,
642,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,замуж,,other,,consonant,,за,za 'behind; for',за Согратля,,
643,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,,,other,,consonant,,у,u 'at',у них,,
644,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,,,other,,consonant,,с,s ‘with/from/off’,с ним,,
645,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,граничим,,spatial,toponym,vowel,да,с,s ‘with/from/off’,с Обохом,,
646,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,граничим,,spatial,toponym,consonant,да,с,s ‘with/from/off’,с Чохом,,
647,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,,,other,,consonant,,у,u 'at',у него,,
648,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,,,other,,vowel,,с,s ‘with/from/off’,с уважением,,
649,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,да,хорошо относиться,,other,,consonant,,с,s ‘with/from/off’,с нами,,
650,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,,,other,,consonant,,у,u 'at',у них,,
651,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,toponym,consonant,,в,v 'in(to)',в Казахстан,goal,
652,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,с,s ‘with/from/off’,с детьми,,
653,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,с,s ‘with/from/off’,со всеми,,
654,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,temporal,temp_point,consonant,,в,v 'in(to)',в начале пятидесятых,locative_temp,
655,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,"начало фразы, в русском тоже можно опустить",,,,temporal,temp_point,consonant,да,в,v 'in(to)',в середине пятидесятых,locative_temp,
656,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у него,,
657,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,работали,,spatial,toponym,consonant,да,в,v 'in(to)',в Небит-Даге,locative,
658,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,работал,,spatial,toponym,consonant,,в,v 'in(to)',в Небит-Даге,locative,
659,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,temporal,temp_point,consonant,,к,k 'to',к концу шестидесятых,locative_temp,
660,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у них,,
661,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,переехали,,spatial,toponym,consonant,,в,v 'in(to)',в Дагестан,goal,
662,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,temporal,,consonant,,в,v 'in(to)',в начале [мая],locative_temp,
663,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,temporal,,consonant,,к,k 'to',к середине [мая],locative_temp,
664,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,temporal,,consonant,,в,v 'in(to)',во второй декаде мая,locative_temp,
665,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,temporal,,consonant,,после,posle 'after',после стрижки,locative_temp,
666,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,temporal,,consonant,,после,posle 'after',после того,locative_temp,
667,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,освободились,,other,,consonant,,от,ot 'from',от шерсти,,
668,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,consonant,,на,na 'on(to)',на равнине,locative,
669,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,temporal,,consonant,,к,k 'to',к тому времени,locative_temp,
670,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,к,k 'to',к тому же,,
671,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,доберутся,,spatial,,consonant,,до,"do 'up to, until'",до гор,goal,
672,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,temporal,,consonant,,в,v 'in(to)',во второй декаде… мая,locative_temp,
673,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,доходить,,spatial,,consonant,,до,"do 'up to, until'",до села,goal,
674,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,temporal,,consonant,,в,v 'in(to)',в числах… пятого-шестого июня,locative_temp,
675,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,доходить,,spatial,,consonant,,до,"do 'up to, until'",до нашего села,goal,
676,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,доходить,,spatial,,consonant,,до,"do 'up to, until'",до самого села,goal,
677,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,вводиться,,spatial,,consonant,,в,v 'in(to)',в само село,goal,
678,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,other,,vowel,,с,s ‘with/from/off’,с ягнятами,,
679,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,vowel,,с,s ‘with/from/off’,с этого,source,
680,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,toponym,consonant,,с,s ‘with/from/off’,с Тельмана,source,
681,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,consonant,,на,na 'on(to)',на равнине,locative,
682,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у нас,,
683,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,toponym,consonant,,с,s ‘with/from/off’,с Тельмана,source,
684,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,идти,,spatial,,consonant,,по,po 'along/about/up to',по шоссейным дорогам,path,
685,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,залезши,,spatial,,consonant,,в,v 'in(to)',в чужие сады,goal,
686,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,с,s ‘with/from/off’,с ногами,,
687,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,отправляться,,other,,consonant,,в,v 'in(to)',в путь,goal,
688,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,приводили,,spatial,,consonant,,в,v 'in(to)',в село,goal,
689,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,отделяли малышей,,other,,consonant,,от,ot 'from',от матерей,,
690,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,temporal,,consonant,,в,v 'in(to)',в течение нескольких дней,,
691,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,ответственны,,other,,vowel,,за,za 'behind; for',за овец,,
692,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,освободив,,other,,vowel,,от,ot 'from',от этого дела,,
693,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,отделить матерей,,other,,vowel,,от,ot 'from',от ягнят,,
694,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,отправляться,,other,,consonant,,за,za 'behind; for',за каждой отарой,path,
695,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,отвечал,,other,,consonant,,за,za 'behind; for',за всю отару,,
696,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,отвечал,,other,,consonant,,за,za 'behind; for',за хоз. часть,,
697,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,consonant,,в,v 'in(to)',в сторону Тляратинских гор,goal,
698,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,temporal,,consonant,,в,v 'in(to)',в самую жару,locative_temp,
699,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,оставаться,,spatial,,consonant,,в,v 'in(to)',в селении,locative,
700,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,выходили,,spatial,toponym,consonant,,из,"iz 'from, of'",из Тельмана [колхоза им. Тельмана],source,
701,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,consonant,,на,na 'on(to)',на литературном,instrument,
702,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,consonant,,у,u 'at',у нас,,
703,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,consonant,,на,na 'on(to)',на родном литературном,instrument,
704,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,vowel,,с,s ‘with/from/off’,с учениками,,
705,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,vowel,,на,na 'on(to)',на ицаринском диалекте,instrument,
706,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,consonant,,на,na 'on(to)',на литературном языке,instrument,
707,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,учились,,spatial/temporal,institution,vowel,,в,v 'in(to)',в училище,locative,
708,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,temporal,,consonant,,в,v 'in(to)',в старших классах,locative_temp,
709,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,temporal,,consonant,,в,v 'in(to)',в старших классах,locative_temp,
710,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,consonant,,на,na 'on(to)',на литературном языке,instrument,
711,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,consonant,,с,s ‘with/from/off’,с другими сельчанами,,
712,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,consonant,,в,v 'in(to)',в случае необходимости,,
713,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,consonant,,на,na 'on(to)',на своем диалекте,instrument,
714,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,temporal,temp_point,consonant,,в,v 'in(to)',в семьдесят пятом,locative_temp,
715,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,consonant,,у,u 'at',у нас,,
716,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,учиться,,spatial,institution,consonant,,в,v 'in(to)',в школе,locative,
717,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,consonant,,у,u 'at',у него,,
718,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,spatial,,vowel,,по,po 'along/about/up to',по этой дороге,,
719,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,vowel,,на,na 'on(to)',на ишаках,instrument,
720,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,consonant,,на,na 'on(to)',на лошадях,instrument,
721,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,yes,,,spatial,toponym,consonant,да,в,v 'in(to)',Маджалис,locative,
722,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,spatial,toponym,consonant,,за,za 'behind; for',за Кунки,locative,
723,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,spatial,,consonant,,за,za 'behind; for',за вот этой,locative,
724,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,spatial,,consonant,,за,za 'behind; for',за горизонтом,locative,
725,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,рядом,,spatial,toponym,vowel,,с,s ‘with/from/off’,с этой Шари,locative,
726,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,находиться,,spatial,,consonant,,на,na 'on(to)',на границе,locative,
727,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,spatial,,consonant,,за,za 'behind; for',за снежными горами,locative,
728,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,spatial,,consonant,,за,za 'behind; for',за снежными горами,locative,
729,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,spatial,,consonant,,за,za 'behind; for',за снежными горами,locative,
